"uhgv_genome","uhgv_votu","genome_length","is_jumbo_phage","gc_percent","cds_count","cds_density","avg_cds_length","cds_strand_switch_rate","genetic_code","is_recoded","trna_count_total","trna_count_suppressor","checkv_quality","checkv_completeness","checkv_completeness_method","checkv_trimmed","viral_confidence","genomad_virus_score","genomad_virus_hallmarks","genomad_plasmid_hallmarks","viralverify_prediction","viralverify_score","checkv_viral_markers","checkv_host_markers","uhgv_taxonomy","ictv_taxonomy","ictv_taxonomy_method","ictv_taxonomy_evidence","realm_name","kingdom_name","phylum_name","class_name","order_name","family_name","subfamily_name","genus_name","taxon_alias","crispr_host_lineage_gtdb_r207","crispr_total_connections","crispr_host_agreement","kmers_host_lineage_gtdb_r207","kmers_total_connections","kmers_host_agreement","host_lineage_gtdb_r207","host_prediction_method","crispr_host_range_genus_entropy","kmers_host_range_genus_entropy","crispr_host_range_red","kmers_host_range_red","bacphlip_temperate_score","bacphlip_virulent_score","has_integrase","lifestyle","lifestyle_evidence","dgr_present","anticrispr_num_genes","abricate_num_genes","http_url","MappedOnlyUHGV"
"UHGV-1461319","vOTU-061736",6082,"No",43.82,12,92.88,470.75,8.33,11,"No",0,0,"High-quality","97.48","AAI-based","No","Confident",0.9431,0,0,"Uncertain - viral or bacterial","NULL",0,0,"vFAM-00072;vSUBFAM-00266;vGENUS-05842;vSUBGEN-18386;vOTU-061736","root;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae","geNomad-markers","gene-hits=5; agreement=1","Monodnaviria","Loebvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Inoviridae","NULL","NULL","Inoviridae","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster","51","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster","178","96.63","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster","PHIST","0.0","0.189284","0.0","0.0",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-146/UHGV-1461319",TRUE
"UHGV-1560494","vOTU-134778",25455,"No",45.94,37,90.88,625.216,0,11,"No",0,0,"Medium-quality","55.42","AAI-based","No","Confident",0.9776,2,0,"Uncertain - viral or bacterial","2.59",4,0,"vFAM-00028;vSUBFAM-00637;vGENUS-01283;vOTU-134778","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Duneviridae","top-genome-hit","accession=KU599887; proteomic-score=0.070; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","Duneviridae","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","26","100","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","775","76.13","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","PHIST","0.690186","0.808978","0.08874","0.063908",0.173244,0.826756,"No","lytic","BACPHLIP","Yes",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-156/UHGV-1560494",TRUE
"UHGV-1717002","vOTU-020997",26814,"No",53.09,31,87.77,759.194,13.33,11,"No",0,0,"Low-quality","24.2","AAI-based","No","Uncertain",0.9504,2,0,"Virus","13.25",1,2,"vFAM-00111;vSUBFAM-00351;vGENUS-04287;vOTU-020997","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Gratiaviridae","top-genome-hit","accession=OGCO01000164.1; proteomic-score=0.064; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","Gratiaviridae","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","17","82.35","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","1288","99.07","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","PHIST","0.893889","1.49762","NULL","NULL",0.9625,0.0375,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-171/UHGV-1717002",TRUE
"UHGV-1476860","vOTU-035699",63576,"No",41.57,91,83.34,582.264,15.56,11,"No",0,0,"Medium-quality","89.26","AAI-based","No","Uncertain",0.8976,0,0,"Uncertain - viral or bacterial","6.75",9,4,"vFAM-00023;vSUBFAM-05615;vOTU-035699","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=48; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","228","90.35","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","3493","94.93","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","1.06349","0.965334","NULL","NULL",0.105341,0.894659,"No","lytic","BACPHLIP","No",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-147/UHGV-1476860",FALSE
"UHGV-1825737","vOTU-151190",12044,"No",49.92,10,92.66,1116,11.11,11,"No",0,0,"Low-quality","12.63","AAI-based","No","Uncertain",0.966,0,0,"Uncertain - viral or bacterial","1.82",0,2,"vFAM-00111;vSUBFAM-00351;vGENUS-11008;vOTU-151190","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=5; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","22","100","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","1536","92.06","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","0.655482","1.10382","NULL","NULL",0.0662655,0.933734,"No","lytic","BACPHLIP","Yes",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-182/UHGV-1825737",TRUE
"UHGV-1853736","vOTU-058547",6543,"No",39.51,7,83.04,776.143,0,11,"No",0,0,"Complete","100","DTR","No","Confident",0.9829,1,0,"Uncertain - viral or bacterial","NULL",3,0,"vFAM-00030;vSUBFAM-00119;vGENUS-00056;vSUBGEN-00035;vOTU-058547","root;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae","geNomad-markers","gene-hits=7; agreement=1","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Microviridae","NULL","NULL","Microviridae","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris","8","87.5","NULL","NULL","NULL","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris","CRISPR","0.0","NULL","0.0","NULL",0.0953065,0.904693,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-185/UHGV-1853736",TRUE
"UHGV-1337596","vOTU-001151",2191,"No",49.43,3,70.1,512,100,11,"No",0,0,"Complete","100","DTR","No","Confident",0.9709,1,0,"Virus","7.24",2,0,"vFAM-00122;vSUBFAM-00306;vGENUS-04824;vSUBGEN-02884;vOTU-001151","root;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae","geNomad-markers","gene-hits=2; agreement=1","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","NULL","NULL","Cressdnaviricota","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-133/UHGV-1337596",FALSE
"UHGV-2069693","vOTU-093924",17820,"No",44.93,20,84.06,748.95,10.53,11,"No",0,0,"Low-quality","11","AAI-based","No","Uncertain",0.7263,2,0,"Uncertain - plasmid or chromosomal","1.23",0,0,"vFAM-00009;vSUBFAM-00023;vGENUS-14926;vOTU-093924","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=LC168164; proteomic-score=0.073; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","255","77.65","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","NULL","1.33758","NULL","NULL",0.179956,0.820044,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-206/UHGV-2069693",FALSE
"UHGV-0136172","vOTU-016552",40952,"No",41.89,66,86.77,538.409,4.62,11,"No",0,0,"Low-quality","28.32","AAI-based","No","Confident",0.9725,3,0,"Virus","26.09",8,2,"vFAM-00007;vOTU-016552","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=37; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae","92","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625","4","75","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae","CRISPR","1.12292","0.562335","NULL","NULL",1,0,"Yes","temperate","integrase","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-013/UHGV-0136172",FALSE
"UHGV-0203870","vOTU-011535",53767,"No",53.23,60,94.3,845,13.85,11,"No",0,0,"High-quality","99.9","AAI-based","Yes","Confident",0.9664,12,0,"Virus","65.04",25,3,"vFAM-00001;vSUBFAM-00011;vGENUS-00962;vSUBGEN-03236;vOTU-011535","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=MG029511; proteomic-score=0.056; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus faecipullorum","1","100","d__Bacteria;p__Firmicutes_A;c__Clostridia","43","86.05","d__Bacteria;p__Firmicutes_A;c__Clostridia","PHIST","0.0","2.71352","0.0","0.513566",0.8875,0.1125,"No","temperate","BACPHLIP","No",2,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-020/UHGV-0203870",FALSE
"UHGV-1028290","vOTU-134056",20063,"No",48.62,31,90.27,584.226,25.81,11,"No",0,0,"Low-quality","46.61","AAI-based","No","Uncertain",0.9789,2,0,"Virus","12.86",2,0,"vFAM-00004;vSUBFAM-00135;vGENUS-06144;vOTU-134056","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=25; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","41","92.68","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","1","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","CRISPR","0.261764","0.0","NULL","NULL",1,0,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-102/UHGV-1028290",FALSE
"UHGV-0212343","vOTU-000026",70276,"No",39.1,103,88.08,600.961,9.62,11,"No",8,0,"Complete","100","DTR","Yes","Confident",0.9708,6,0,"Virus","11.28",17,5,"vFAM-00009;vSUBFAM-01014;vGENUS-01760;vSUBGEN-04424;vOTU-000026","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=69; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","488","98.77","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","1866","97.91","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","0.80782","0.816729","0.08874","0.063908",0.0467529,0.953247,"No","temperate","geNomad","Yes",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-021/UHGV-0212343",FALSE
"UHGV-1979242","vOTU-022017",32174,"No",57.33,52,92.79,574.096,9.8,11,"No",0,0,"Medium-quality","82.1","AAI-based","No","Confident",0.9788,12,0,"Virus","39.21",15,1,"vFAM-00060;vSUBFAM-05284;vGENUS-11095;vOTU-022017","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=32; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans","4","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans","61","95.08","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans","PHIST","0.0","0.250125","0.0","0.0",0.314868,0.685132,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-197/UHGV-1979242",FALSE
"UHGV-2202859","vOTU-159356",25386,"No",45.32,33,88.48,680.636,15.62,11,"No",0,0,"Medium-quality","52.45","AAI-based","No","Confident",0.9738,4,0,"Virus","27.43",5,0,"vFAM-00066;vSUBFAM-00132;vGENUS-10145;vOTU-159356","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=25; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","39","100","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","1297","84.97","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","1.10355","1.08757","0.072438","0.08874",1,0,"Yes","temperate","integrase","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-220/UHGV-2202859",FALSE
"UHGV-1424474","vOTU-069640",50302,"No",48.35,62,91.76,744.435,13.11,11,"No",0,0,"High-quality","99.9","AAI-based","No","Confident",0.9717,12,0,"Virus","23.81",9,3,"vFAM-00066;vSUBFAM-00132;vGENUS-02402;vSUBGEN-30343;vOTU-069640","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=48; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","197","79.19","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","1775","94.42","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","1.37288","1.06764","0.08874","0.067527",0.275,0.725,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-142/UHGV-1424474",FALSE
"UHGV-0389551","vOTU-052242",44768,"No",57.14,75,92.22,550.44,6.76,11,"No",1,0,"Complete","100","DTR","No","Confident",0.9786,12,0,"Virus","88.98",28,1,"vFAM-00027;vSUBFAM-00338;vGENUS-00470;vSUBGEN-04589;vOTU-052242","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=56; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","343","99.71","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","219","80.82","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","CRISPR","0.0199308","0.768156","0.0","0.0",1,0,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-038/UHGV-0389551",FALSE
"UHGV-2058913","vOTU-133197",11288,"No",61.37,16,90.2,636.375,6.67,11,"No",3,0,"Low-quality","26.65","AAI-based","No","Confident",0.9711,1,0,"Uncertain - viral or bacterial","3.84",6,1,"vFAM-00004;vSUBFAM-01336;vGENUS-01727;vOTU-133197","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=KX965989; proteomic-score=0.110; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia","6","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066825","84","89.29","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066825","PHIST","1.32966","0.434062","NULL","NULL",0.0622797,0.93772,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-205/UHGV-2058913",TRUE
"UHGV-2207993","vOTU-157862",34962,"No",52.9,36,92.97,902.917,11.43,11,"No",0,0,"Medium-quality","76.09","AAI-based","No","Confident",0.9412,1,0,"Virus","26.47",7,2,"vFAM-00001;vSUBFAM-00011;vOTU-157862","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=MH727560; proteomic-score=0.081; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia","41","87.8","d__Bacteria;p__Firmicutes_A;c__Clostridia","PHIST","NULL","2.88316","NULL","0.513566",0.8,0.2,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-220/UHGV-2207993",FALSE
"UHGV-0117402","vOTU-160531",13718,"No",64.59,15,87.85,803.4,7.14,11,"No",0,0,"Low-quality","31.2","AAI-based","No","Uncertain",0.9328,3,0,"Uncertain - viral or bacterial","5.15",3,1,"vFAM-00004;vOTU-160531","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=8; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis","2274","99.82","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis","PHIST","NULL","0.0","NULL","NULL",0.0546256,0.945374,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-011/UHGV-0117402",TRUE
"UHGV-0161225","vOTU-138746",30197,"No",47.94,42,95.32,685.357,4.88,11,"No",0,0,"Medium-quality","69.17","AAI-based","No","Confident",0.9779,1,0,"Uncertain - viral or bacterial","0.89",5,1,"vFAM-00028;vSUBFAM-01181;vOTU-138746","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=24; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","12","91.67","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","48","75","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","PHIST","0.918428","0.562335","0.189499","0.002582",0.0596916,0.940308,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-016/UHGV-0161225",FALSE
"UHGV-1882504","vOTU-071780",53737,"No",53.08,56,94.25,904.446,3.64,11,"No",0,0,"High-quality","99.9","AAI-based","No","Confident",0.9772,15,0,"Virus","39.71",26,2,"vFAM-00001;vSUBFAM-00011;vGENUS-03488;vSUBGEN-33106;vOTU-071780","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=EU861005; proteomic-score=0.076; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus","4","100","d__Bacteria;p__Firmicutes_A;c__Clostridia","33","96.97","d__Bacteria;p__Firmicutes_A;c__Clostridia","PHIST","0.0","2.70098","0.0","0.513566",0.9625,0.0375,"No","temperate","BACPHLIP","No",3,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-188/UHGV-1882504",FALSE
"UHGV-2028993","vOTU-094467",95741,"No",48.38,117,87.29,714.282,12.93,11,"No",0,0,"Medium-quality","86.33","AAI-based","No","Uncertain",0.958,5,0,"Plasmid","8.71",8,11,"vFAM-00111;vSUBFAM-00351;vGENUS-05531;vOTU-094467","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=77; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis","18","83.33","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","1334","99.25","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","PHIST","0.633663","1.53786","NULL","NULL",1,0,"Yes","temperate","integrase","No",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-202/UHGV-2028993",FALSE
"UHGV-2077769","vOTU-138140",15680,"No",35.47,28,83.61,468.214,15.38,11,"No",0,0,"Low-quality","9.77","AAI-based","No","Uncertain",0.8258,0,0,"Uncertain - viral or bacterial","-2.09",3,0,"vFAM-00020;vOTU-138140","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=9; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella glycyrrhizinilytica_A","1","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella glycyrrhizinilytica_A","PHIST","NULL","0.0","NULL","NULL",0.0480125,0.951987,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-207/UHGV-2077769",FALSE
"UHGV-0207401","vOTU-048211",58622,"No",37.92,69,91.35,776.087,7.35,11,"No",0,0,"Complete","100","DTR","No","Confident",0.9623,14,0,"Virus","43.72",28,3,"vFAM-00001;vSUBFAM-01195;vGENUS-02387;vSUBGEN-04311;vOTU-048211","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=EU861005; proteomic-score=0.082; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215","43","97.67","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215","997","99.3","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215","PHIST","0.110453","0.0521693","0.0","0.0",1,0,"No","temperate","BACPHLIP","No",2,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-020/UHGV-0207401",FALSE
"UHGV-0340057","vOTU-018611",33721,"No",36.83,40,94.13,793.5,0,11,"No",0,0,"Medium-quality","70.34","AAI-based","No","Confident",0.9772,12,0,"Virus","62.21",29,1,"vFAM-00003;vSUBFAM-07300;vOTU-018611","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=DQ466086; proteomic-score=0.143; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__Monoglobus pectinilyticus","1","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__Monoglobus pectinilyticus","42","90.48","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__Monoglobus pectinilyticus","PHIST","0.0","0.413513","0.0","0.0",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-034/UHGV-0340057",FALSE
